trackName,seller,genre,released,ratings,trackId,url
ウンログ-うんち記録と腸活で健康管理と便秘対策,UNLOG K.K,Health & Fitness,2012-07-14,12707,539493829,https://apps.apple.com/jp/app/%E3%82%A6%E3%83%B3%E3%83%AD%E3%82%B0-%E3%81%86%E3%82%93%E3%81%A1%E8%A8%98%E9%8C%B2%E3%81%A8%E8%85%B8%E6%B4%BB%E3%81%A7%E5%81%A5%E5%BA%B7%E7%AE%A1%E7%90%86%E3%81%A8%E4%BE%BF%E7%A7%98%E5%AF%BE%E7%AD%96/id539493829?uo=4
便秘対策・お通じチェッカー,"ZAIZEN Co., Ltd.",Lifestyle,2012-09-18,9015,542571748,https://apps.apple.com/jp/app/%E4%BE%BF%E7%A7%98%E5%AF%BE%E7%AD%96-%E3%81%8A%E9%80%9A%E3%81%98%E3%83%81%E3%82%A7%E3%83%83%E3%82%AB%E3%83%BC/id542571748?uo=4
腸note－腸の音から始める腸活 便秘/管理アプリ,SUNTORY GLOBAL INNOVATION CENTER LIMITED,Health & Fitness,2023-02-01,3931,1659743337,https://apps.apple.com/jp/app/%E8%85%B8note-%E8%85%B8%E3%81%AE%E9%9F%B3%E3%81%8B%E3%82%89%E5%A7%8B%E3%82%81%E3%82%8B%E8%85%B8%E6%B4%BB-%E4%BE%BF%E7%A7%98-%E7%AE%A1%E7%90%86%E3%82%A2%E3%83%97%E3%83%AA/id1659743337?uo=4
便秘スッキリカレンダー,Futasaji LLC,Health & Fitness,2016-01-09,1800,1071616084,https://apps.apple.com/jp/app/%E4%BE%BF%E7%A7%98%E3%82%B9%E3%83%83%E3%82%AD%E3%83%AA%E3%82%AB%E3%83%AC%E3%83%B3%E3%83%80%E3%83%BC/id1071616084?uo=4
うんちくん AI健康記録&うんトモ,TsuzuKit,Health & Fitness,2026-02-26,540,6758856276,https://apps.apple.com/jp/app/%E3%81%86%E3%82%93%E3%81%A1%E3%81%8F%E3%82%93-ai%E5%81%A5%E5%BA%B7%E8%A8%98%E9%8C%B2-%E3%81%86%E3%82%93%E3%83%88%E3%83%A2/id6758856276?uo=4
快便記録,Stack3,Lifestyle,2019-04-28,352,1460782550,https://apps.apple.com/jp/app/%E5%BF%AB%E4%BE%BF%E8%A8%98%E9%8C%B2/id1460782550?uo=4
便秘改善カレンダー - 排便記録を管理してスッキリしよう,Taro Horiguchi,Health & Fitness,2020-02-17,340,1499049071,https://apps.apple.com/jp/app/%E4%BE%BF%E7%A7%98%E6%94%B9%E5%96%84%E3%82%AB%E3%83%AC%E3%83%B3%E3%83%80%E3%83%BC-%E6%8E%92%E4%BE%BF%E8%A8%98%E9%8C%B2%E3%82%92%E7%AE%A1%E7%90%86%E3%81%97%E3%81%A6%E3%82%B9%E3%83%83%E3%82%AD%E3%83%AA%E3%81%97%E3%82%88%E3%81%86/id1499049071?uo=4
トイレ日記-腸と身体の健康を排便の記録で管理！,Kazuya Fujita,Health & Fitness,2021-06-24,182,1568981910,https://apps.apple.com/jp/app/%E3%83%88%E3%82%A4%E3%83%AC%E6%97%A5%E8%A8%98-%E8%85%B8%E3%81%A8%E8%BA%AB%E4%BD%93%E3%81%AE%E5%81%A5%E5%BA%B7%E3%82%92%E6%8E%92%E4%BE%BF%E3%81%AE%E8%A8%98%E9%8C%B2%E3%81%A7%E7%AE%A1%E7%90%86/id1568981910?uo=4
トイレ記録＆音消し擬音 / 音之様と音之姫様,mitsuhiro nara,Medical,2017-09-05,172,1275811979,https://apps.apple.com/jp/app/%E3%83%88%E3%82%A4%E3%83%AC%E8%A8%98%E9%8C%B2-%E9%9F%B3%E6%B6%88%E3%81%97%E6%93%AC%E9%9F%B3-%E9%9F%B3%E4%B9%8B%E6%A7%98%E3%81%A8%E9%9F%B3%E4%B9%8B%E5%A7%AB%E6%A7%98/id1275811979?uo=4
腸活支援アプリ - フォドマップメモ,KAZUYA KIMURA,Health & Fitness,2019-12-31,168,1492616254,https://apps.apple.com/jp/app/%E8%85%B8%E6%B4%BB%E6%94%AF%E6%8F%B4%E3%82%A2%E3%83%97%E3%83%AA-%E3%83%95%E3%82%A9%E3%83%89%E3%83%9E%E3%83%83%E3%83%97%E3%83%A1%E3%83%A2/id1492616254?uo=4
Lavatory Log - お通じは美容と健康の基本,Ken Mayumi,Health & Fitness,2014-06-15,149,875903983,https://apps.apple.com/jp/app/lavatory-log-%E3%81%8A%E9%80%9A%E3%81%98%E3%81%AF%E7%BE%8E%E5%AE%B9%E3%81%A8%E5%81%A5%E5%BA%B7%E3%81%AE%E5%9F%BA%E6%9C%AC/id875903983?uo=4
うんコレ,Yosuke Ishii,Games,2020-11-14,146,1300912035,https://apps.apple.com/jp/app/%E3%81%86%E3%82%93%E3%82%B3%E3%83%AC/id1300912035?uo=4
plop 排便日誌アプリ,The Plop Company LLC,Health & Fitness,2020-04-02,117,1505427265,https://apps.apple.com/jp/app/plop-%E6%8E%92%E4%BE%BF%E6%97%A5%E8%AA%8C%E3%82%A2%E3%83%97%E3%83%AA/id1505427265?uo=4
IBDサプリ,welby inc,Health & Fitness,2017-03-30,110,1188576594,https://apps.apple.com/jp/app/ibd%E3%82%B5%E3%83%97%E3%83%AA/id1188576594?uo=4
便秘カレンダー iPoop,LexyTech Ltd.,Health & Fitness,2023-06-07,63,1671100769,https://apps.apple.com/jp/app/%E4%BE%BF%E7%A7%98%E3%82%AB%E3%83%AC%E3%83%B3%E3%83%80%E3%83%BC-ipoop/id1671100769?uo=4
お通じ日記 - かんたん記録で便秘改善,Shinya Taguchi,Health & Fitness,2020-12-11,62,1542441515,https://apps.apple.com/jp/app/%E3%81%8A%E9%80%9A%E3%81%98%E6%97%A5%E8%A8%98-%E3%81%8B%E3%82%93%E3%81%9F%E3%82%93%E8%A8%98%E9%8C%B2%E3%81%A7%E4%BE%BF%E7%A7%98%E6%94%B9%E5%96%84/id1542441515?uo=4
お通じ記録,Kei Suefuji,Health & Fitness,2021-07-03,48,1571047747,https://apps.apple.com/jp/app/%E3%81%8A%E9%80%9A%E3%81%98%E8%A8%98%E9%8C%B2/id1571047747?uo=4
トイレまっぷ - 簡単トイレ検索＆トイレ記録,Fumiya Tanaka,Navigation,2018-05-20,44,1377935093,https://apps.apple.com/jp/app/%E3%83%88%E3%82%A4%E3%83%AC%E3%81%BE%E3%81%A3%E3%81%B7-%E7%B0%A1%E5%8D%98%E3%83%88%E3%82%A4%E3%83%AC%E6%A4%9C%E7%B4%A2-%E3%83%88%E3%82%A4%E3%83%AC%E8%A8%98%E9%8C%B2/id1377935093?uo=4
PooPeeLog かんたんトイレ記録 毎日ワンタップ！シンプルな健康管理,hirofumi yamada,Medical,2015-03-06,44,971352122,https://apps.apple.com/jp/app/poopeelog-%E3%81%8B%E3%82%93%E3%81%9F%E3%82%93%E3%83%88%E3%82%A4%E3%83%AC%E8%A8%98%E9%8C%B2-%E6%AF%8E%E6%97%A5%E3%83%AF%E3%83%B3%E3%82%BF%E3%83%83%E3%83%97-%E3%82%B7%E3%83%B3%E3%83%97%E3%83%AB%E3%81%AA%E5%81%A5%E5%BA%B7%E7%AE%A1%E7%90%86/id971352122?uo=4
Mykinso IBS：下痢・便秘対策,"Cykinso, Inc.",Health & Fitness,2018-01-31,42,1333005795,https://apps.apple.com/jp/app/mykinso-ibs-%E4%B8%8B%E7%97%A2-%E4%BE%BF%E7%A7%98%E5%AF%BE%E7%AD%96/id1333005795?uo=4
お通じメモ Leaf - 排便記録,Noboru Kato,Health & Fitness,2022-03-03,38,1612576126,https://apps.apple.com/jp/app/%E3%81%8A%E9%80%9A%E3%81%98%E3%83%A1%E3%83%A2-leaf-%E6%8E%92%E4%BE%BF%E8%A8%98%E9%8C%B2/id1612576126?uo=4
うんちキーパー ◎ Toilet Poo Keeper,Just2us Pte Ltd,Health & Fitness,2014-06-26,35,857575652,https://apps.apple.com/jp/app/%E3%81%86%E3%82%93%E3%81%A1%E3%82%AD%E3%83%BC%E3%83%91%E3%83%BC-toilet-poo-keeper/id857575652?uo=4
うれしいうんち：トイレのログ、糞便トラッカー、習慣分析、排便,Gilson Nascimento,Health & Fitness,2021-10-23,34,1586000388,https://apps.apple.com/jp/app/%E3%81%86%E3%82%8C%E3%81%97%E3%81%84%E3%81%86%E3%82%93%E3%81%A1-%E3%83%88%E3%82%A4%E3%83%AC%E3%81%AE%E3%83%AD%E3%82%B0-%E7%B3%9E%E4%BE%BF%E3%83%88%E3%83%A9%E3%83%83%E3%82%AB%E3%83%BC-%E7%BF%92%E6%85%A3%E5%88%86%E6%9E%90-%E6%8E%92%E4%BE%BF/id1586000388?uo=4
トイレの日記（排泄日記）,EONSOFT,Health & Fitness,2014-10-04,26,918774506,https://apps.apple.com/jp/app/%E3%83%88%E3%82%A4%E3%83%AC%E3%81%AE%E6%97%A5%E8%A8%98-%E6%8E%92%E6%B3%84%E6%97%A5%E8%A8%98/id918774506?uo=4
GoPoop,世荣 肖,Health & Fitness,2018-04-03,22,1306461312,https://apps.apple.com/jp/app/gopoop/id1306461312?uo=4
ToiLog - トイレ記録排泄記録＆AI健康分析,Yatuki Misora,Health & Fitness,2025-11-30,17,6755875890,https://apps.apple.com/jp/app/toilog-%E3%83%88%E3%82%A4%E3%83%AC%E8%A8%98%E9%8C%B2%E6%8E%92%E6%B3%84%E8%A8%98%E9%8C%B2-ai%E5%81%A5%E5%BA%B7%E5%88%86%E6%9E%90/id6755875890?uo=4
うんこ - うんち 記録,江真 刘,Health & Fitness,2020-08-25,17,1528946380,https://apps.apple.com/jp/app/%E3%81%86%E3%82%93%E3%81%93-%E3%81%86%E3%82%93%E3%81%A1-%E8%A8%98%E9%8C%B2/id1528946380?uo=4
Petcle Log -散歩とうんちではじめる愛犬のポイ活-,TEXET Inc.,Lifestyle,2026-05-03,17,6762832903,https://apps.apple.com/jp/app/petcle-log-%E6%95%A3%E6%AD%A9%E3%81%A8%E3%81%86%E3%82%93%E3%81%A1%E3%81%A7%E3%81%AF%E3%81%98%E3%82%81%E3%82%8B%E6%84%9B%E7%8A%AC%E3%81%AE%E3%83%9D%E3%82%A4%E6%B4%BB/id6762832903?uo=4
Bowelle: 腸活日記 IBS (過敏性腸症候群),Bowelle AB,Health & Fitness,2018-09-21,17,1436064640,https://apps.apple.com/jp/app/bowelle-%E8%85%B8%E6%B4%BB%E6%97%A5%E8%A8%98-ibs-%E9%81%8E%E6%95%8F%E6%80%A7%E8%85%B8%E7%97%87%E5%80%99%E7%BE%A4/id1436064640?uo=4
Call of Doodie - ズボンにうんちしないでください,TPG TECNOLOGIA DA INFORMACAO LTDA,Games,2015-04-23,15,983281705,https://apps.apple.com/jp/app/call-of-doodie-%E3%82%BA%E3%83%9C%E3%83%B3%E3%81%AB%E3%81%86%E3%82%93%E3%81%A1%E3%81%97%E3%81%AA%E3%81%84%E3%81%A7%E3%81%8F%E3%81%A0%E3%81%95%E3%81%84/id983281705?uo=4
うんチェク - 毎日のうんち記録&健康管理,RYO ASANO,Health & Fitness,2026-03-12,14,6760236609,https://apps.apple.com/jp/app/%E3%81%86%E3%82%93%E3%83%81%E3%82%A7%E3%82%AF-%E6%AF%8E%E6%97%A5%E3%81%AE%E3%81%86%E3%82%93%E3%81%A1%E8%A8%98%E9%8C%B2-%E5%81%A5%E5%BA%B7%E7%AE%A1%E7%90%86/id6760236609?uo=4
排便管理 - うんち簡単記録,Yuta Endo,Health & Fitness,2020-11-30,12,1541589953,https://apps.apple.com/jp/app/%E6%8E%92%E4%BE%BF%E7%AE%A1%E7%90%86-%E3%81%86%E3%82%93%E3%81%A1%E7%B0%A1%E5%8D%98%E8%A8%98%E9%8C%B2/id1541589953?uo=4
おげんこキャット - うんこカレンダー,Noboru Ishikawa,Lifestyle,2022-08-10,12,1626679011,https://apps.apple.com/jp/app/%E3%81%8A%E3%81%92%E3%82%93%E3%81%93%E3%82%AD%E3%83%A3%E3%83%83%E3%83%88-%E3%81%86%E3%82%93%E3%81%93%E3%82%AB%E3%83%AC%E3%83%B3%E3%83%80%E3%83%BC/id1626679011?uo=4
お通じ記録 - 排便日誌,NAOYA ONO,Health & Fitness,2023-05-08,11,6448880921,https://apps.apple.com/jp/app/%E3%81%8A%E9%80%9A%E3%81%98%E8%A8%98%E9%8C%B2-%E6%8E%92%E4%BE%BF%E6%97%A5%E8%AA%8C/id6448880921?uo=4
フロレコ 腸活・腸内環境｜食事記録 by マイキンソー,"Cykinso, Inc.",Health & Fitness,2025-11-25,11,6754961839,https://apps.apple.com/jp/app/%E3%83%95%E3%83%AD%E3%83%AC%E3%82%B3-%E8%85%B8%E6%B4%BB-%E8%85%B8%E5%86%85%E7%92%B0%E5%A2%83-%E9%A3%9F%E4%BA%8B%E8%A8%98%E9%8C%B2-by-%E3%83%9E%E3%82%A4%E3%82%AD%E3%83%B3%E3%82%BD%E3%83%BC/id6754961839?uo=4
腸活リマインダー,Osawa Shunsuke,Health & Fitness,2021-12-20,11,1600366738,https://apps.apple.com/jp/app/%E8%85%B8%E6%B4%BB%E3%83%AA%E3%83%9E%E3%82%A4%E3%83%B3%E3%83%80%E3%83%BC/id1600366738?uo=4
うんオジ,YUSUKE OGISO,Lifestyle,2023-03-29,10,6446942004,https://apps.apple.com/jp/app/%E3%81%86%E3%82%93%E3%82%AA%E3%82%B8/id6446942004?uo=4
おなかログ - IBS・過敏性腸症候群の記録,Electoria Inc.,Medical,2026-04-22,10,6762241517,https://apps.apple.com/jp/app/%E3%81%8A%E3%81%AA%E3%81%8B%E3%83%AD%E3%82%B0-ibs-%E9%81%8E%E6%95%8F%E6%80%A7%E8%85%B8%E7%97%87%E5%80%99%E7%BE%A4%E3%81%AE%E8%A8%98%E9%8C%B2/id6762241517?uo=4
Nerva: Gut-Brain Program,Mindset Health Pty Ltd,Health & Fitness,2019-06-18,10,1467398796,https://apps.apple.com/jp/app/nerva-gut-brain-program/id1467398796?uo=4
PooPoo 便秘カレンダー,mi gyoung yoon,Health & Fitness,2023-08-30,9,6463697226,https://apps.apple.com/jp/app/poopoo-%E4%BE%BF%E7%A7%98%E3%82%AB%E3%83%AC%E3%83%B3%E3%83%80%E3%83%BC/id6463697226?uo=4
"Cara Care: IBS, FODMAP Tracker",HiDoc Technologies GmbH,Medical,2016-12-22,9,1133687886,https://apps.apple.com/jp/app/cara-care-ibs-fodmap-tracker/id1133687886?uo=4
今日のうんち,tatsuyuki shibuya,Lifestyle,2024-04-21,8,6499090886,https://apps.apple.com/jp/app/%E4%BB%8A%E6%97%A5%E3%81%AE%E3%81%86%E3%82%93%E3%81%A1/id6499090886?uo=4
Bloom｜排便記録,Shun Okamoto,Health & Fitness,2026-04-25,5,6762580003,https://apps.apple.com/jp/app/bloom-%E6%8E%92%E4%BE%BF%E8%A8%98%E9%8C%B2/id6762580003?uo=4
便カレンダー - 排便したらカレンダーに記録しよう！,Naoki Otsu,Health & Fitness,2026-06-25,5,6782827887,https://apps.apple.com/jp/app/%E4%BE%BF%E3%82%AB%E3%83%AC%E3%83%B3%E3%83%80%E3%83%BC-%E6%8E%92%E4%BE%BF%E3%81%97%E3%81%9F%E3%82%89%E3%82%AB%E3%83%AC%E3%83%B3%E3%83%80%E3%83%BC%E3%81%AB%E8%A8%98%E9%8C%B2%E3%81%97%E3%82%88%E3%81%86/id6782827887?uo=4
flowe - bowel tracker,Ayaka Ida,Health & Fitness,2026-04-10,5,6761525457,https://apps.apple.com/jp/app/flowe-bowel-tracker/id6761525457?uo=4
シンプルうんちログ,Little Grass Inc.,Medical,2015-10-22,4,1032240541,https://apps.apple.com/jp/app/%E3%82%B7%E3%83%B3%E3%83%97%E3%83%AB%E3%81%86%E3%82%93%E3%81%A1%E3%83%AD%E3%82%B0/id1032240541?uo=4
